expense_id,title,amount,label,comments,expense_date,type,category,expense_number,status
19,Mise en conformité RGPD,4420.02,PROGRAMME_CONFORMITÉ,,2025-07-22,annuel,Juridique_Conformité,EXP202500019,paid
20,Cours en ligne,668.52,ATELIER,Atelier management,2024-07-29,trimestriel,Formations,EXP202400020,paid
21,Maintenance serveur,2199.64,CONTRAT_ENTRETIEN,,2025-01-30,divers,Maintenance,EXP202500021,paid
22,Cloudflare,848.79,HÉBERGEMENT_CLOUD,,2024-07-29,mensuel,Services_Cloud,EXP202400022,paid
23,Achat ordinateur,6021.14,INVESTISSEMENT_INFRA,Mobilier ergonomique,2024-08-08,annuel,Équipement,EXP202400023,paid
24,Assurance bureau,9669.44,COUVERTURE_PRO,Responsabilité civile,2025-02-27,annuel,Assurances,EXP202500024,paid
25,Licence SAP,13857.11,SUITE_LOGICIELLE,,2024-12-31,annuel,Licences_Logicielles,EXP202400025,paid
26,Frais de transaction,650.59,FRAIS_BANQUE,,2024-11-30,mensuel,Frais_Bancaires,EXP202400026,paid
27,Services Azure,1272.77,HÉBERGEMENT_CLOUD,Hébergement scalable,2025-01-21,mensuel,Services_Cloud,EXP202500027,paid
28,Célébration annuelle,1414.75,ÉVÉNEMENT_ENTREPRISE,,2025-06-05,divers,Divertissement,EXP202500028,paid
29,Billets d’avion,7912.52,CONFÉRENCE_PRO,,2024-08-02,divers,Déplacements,EXP202400029,paid
30,LinkedIn Recruiter,512.44,LOGICIEL_RH,,2025-06-18,mensuel,Outils_RH,EXP202500030,paid
31,DigitalOcean,1883.25,INFRA_SAAS,Hébergement scalable,2024-11-01,mensuel,Services_Cloud,EXP202400031,paid
32,Services Azure,1257.28,INFRA_SAAS,,2024-09-01,mensuel,Services_Cloud,EXP202400032,unpaid
33,Cloudflare,1104.14,INFRA_SAAS,Sécurité des données,2025-07-07,mensuel,Services_Cloud,EXP202500033,paid
34,Célébration annuelle,1049.43,REPAS_AFFAIRE,,2025-07-15,divers,Divertissement,EXP202500034,paid
35,Service bancaire,936.04,FRAIS_BANQUE,Frais de compte,2025-07-02,mensuel,Frais_Bancaires,EXP202500035,paid
36,Licence Salesforce,24953.66,SUITE_LOGICIELLE,Licence serveur IT,2025-05-27,annuel,Licences_Logicielles,EXP202500036,paid
37,Révision contrat,3658.17,AUDIT_CONFORMITÉ,Audit conformité RGPD,2024-08-15,trimestriel,Juridique_Conformité,EXP202400037,paid
38,Facture eau,293.92,TÉLÉCOM,Facture électricité bureau Casablanca,2025-03-20,mensuel,Services_Publiques,EXP202500038,paid
39,Licence Windows Server,2405.46,LOGICIEL_PRO,,2025-07-20,trimestriel,Licences_Logicielles,EXP202500039,paid
40,Hébergement hôtelier,7154.68,CONFÉRENCE_PRO,Voyage pour nouveau marché,2025-04-17,divers,Déplacements,EXP202500040,paid
41,Matériel d’impression,6802.22,INVESTISSEMENT_INFRA,Écrans HD,2025-06-19,annuel,Équipement,EXP202500041,paid
42,LinkedIn Recruiter,185.42,OUTILS_RECRUTEMENT,,2025-01-24,mensuel,Outils_RH,EXP202500042,paid
43,Conseil stratégique,6087.05,AVIS_PRO,Expertise technique,2024-08-29,divers,Conseil,EXP202400043,paid
44,Licence Salesforce,20793.5,SUITE_LOGICIELLE,Outils décisionnels,2025-04-06,annuel,Licences_Logicielles,EXP202500044,unpaid
45,Cours en ligne,2928.38,CERTIFICATION,,2024-07-29,trimestriel,Formations,EXP202400045,paid
46,Création de contenu,4454.35,FORFAIT_SEO,Création contenu réseaux sociaux,2025-05-04,trimestriel,Marketing,EXP202500046,paid
47,Mise en conformité RGPD,804.54,AUDIT_CONFORMITÉ,,2025-04-29,trimestriel,Juridique_Conformité,EXP202500047,paid
48,Abonnement Internet,848.68,SERVICES_UTILITAIRES,,2024-08-07,mensuel,Services_Publiques,EXP202400048,paid
49,Création de contenu,1529.12,FORFAIT_SEO,,2024-11-04,trimestriel,Marketing,EXP202400049,paid
50,Consultation juridique,7191.91,PROGRAMME_CONFORMITÉ,,2024-12-28,annuel,Juridique_Conformité,EXP202400050,paid
51,Location de voiture,5136.36,CONFÉRENCE_PRO,,2025-05-02,divers,Déplacements,EXP202500051,paid
52,Chaise ergonomique,563.32,ACHAT_ÉQUIPEMENT,,2024-09-23,divers,Équipement,EXP202400052,paid
53,Frais tenue de compte,470.4,FRAIS_BANQUE,,2024-11-19,mensuel,Frais_Bancaires,EXP202400053,paid
54,Service bancaire,720.28,FRAIS_BANQUE,,2024-10-11,mensuel,Frais_Bancaires,EXP202400054,paid
55,Service bancaire,612.75,FRAIS_BANQUE,Commission transfert,2024-12-28,mensuel,Frais_Bancaires,EXP202400055,paid
56,Microsoft 365,543.95,OUTILS_NUMÉRIQUES,,2024-12-03,mensuel,Abonnements,EXP202400056,paid
57,Matériel d’impression,2408.97,INVESTISSEMENT_INFRA,Infrastructure réseau,2024-12-24,annuel,Équipement,EXP202400057,paid
58,Base de données Oracle,7420.52,PLATEFORME_TECHNIQUE,CRM pour suivi ventes,2025-02-20,trimestriel,Licences_Logicielles,EXP202500058,paid
59,Assurance cybersécurité,14345.42,COUVERTURE_PRO,Cyber-risque,2025-05-22,annuel,Assurances,EXP202500059,paid
60,Logiciel ATS,634.01,LOGICIEL_RH,Formation continue en ligne,2024-11-08,mensuel,Outils_RH,EXP202400060,paid
61,Mise en conformité RGPD,11736.25,PROGRAMME_CONFORMITÉ,Revue gouvernance,2024-12-05,annuel,Juridique_Conformité,EXP202400061,paid
62,Licence SAP,9004.9,LICENCE_ENTREPRISE,,2024-11-12,annuel,Licences_Logicielles,EXP202400062,paid
63,Facture électricité,400.21,SERVICES_UTILITAIRES,Facture électricité bureau Casablanca,2025-01-11,mensuel,Services_Publiques,EXP202500063,paid
64,Assurance cybersécurité,10300.98,COUVERTURE_PRO,Cyber-risque,2025-01-06,annuel,Assurances,EXP202500064,paid
65,Frais de transaction,441.17,FRAIS_BANQUE,,2025-05-01,mensuel,Frais_Bancaires,EXP202500065,paid
66,Conseil stratégique,2447.49,AVIS_PRO,,2025-06-11,divers,Conseil,EXP202500066,paid
67,Équipement réseau,4308.03,ACHAT_ÉQUIPEMENT,Renouvellement matériel IT,2024-11-18,divers,Équipement,EXP202400067,paid
68,Mise à niveau système,1210.71,CONTRAT_ENTRETIEN,Maintenance préventive,2025-05-17,divers,Maintenance,EXP202500068,paid
69,LinkedIn Recruiter,687.64,LOGICIEL_RH,Outil évaluation performance,2025-02-25,mensuel,Outils_RH,EXP202500069,paid
70,Licence Windows Server,6315.34,LICENCE_ENTREPRISE,,2025-03-15,annuel,Licences_Logicielles,EXP202500070,paid
71,Hébergement AWS,716.55,INFRA_SAAS,,2024-09-19,mensuel,Services_Cloud,EXP202400071,paid
72,Logiciel ATS,904.46,OUTILS_RECRUTEMENT,Système RH intégré,2025-03-23,mensuel,Outils_RH,EXP202500072,paid
73,Adobe Creative Cloud,504.75,PLATEFORME_SAAS,,2025-03-09,mensuel,Abonnements,EXP202500073,paid
74,Achat ordinateur,2018.19,ACHAT_ÉQUIPEMENT,,2025-03-12,divers,Équipement,EXP202500074,paid
75,Achat ordinateur,2824.62,ACHAT_ÉQUIPEMENT,,2024-12-20,divers,Équipement,EXP202400075,paid
76,Cloudflare,1537.91,HÉBERGEMENT_CLOUD,,2024-09-21,mensuel,Services_Cloud,EXP202400076,paid
77,Audit technique,3061.9,AVIS_PRO,Audit organisationnel,2024-11-17,divers,Conseil,EXP202400077,paid
78,Licence Salesforce,12552.67,LICENCE_ENTREPRISE,CRM pour suivi ventes,2024-11-06,annuel,Licences_Logicielles,EXP202400078,paid
79,Révision contrat,8217.8,PROGRAMME_CONFORMITÉ,,2025-02-17,annuel,Juridique_Conformité,EXP202500079,paid
80,LinkedIn Recruiter,237.08,OUTILS_RECRUTEMENT,,2025-04-04,mensuel,Outils_RH,EXP202500080,paid
81,Chaise ergonomique,3477.17,INVESTISSEMENT_INFRA,Renouvellement matériel IT,2025-02-19,annuel,Équipement,EXP202500081,paid
82,Outil Performance,1141.79,OUTILS_RECRUTEMENT,,2024-08-29,mensuel,Outils_RH,EXP202400082,paid
83,Papeterie,87.14,MATÉRIEL_BUREAU,,2025-06-29,divers,Fournitures_Bureau,EXP202500083,paid
84,Services Azure,1427.15,INFRA_SAAS,Cloud computing développement produit,2025-06-16,mensuel,Services_Cloud,EXP202500084,paid
85,Matériel d’impression,2190.97,INVESTISSEMENT_INFRA,,2025-07-27,annuel,Équipement,EXP202500085,paid
86,Déjeuner d’équipe,1007.62,ACTIVITÉ_EQUIPE,Dîner client pour opportunité commerciale,2025-03-29,divers,Divertissement,EXP202500086,paid
87,Frais de transaction,716.25,FRAIS_BANQUE,Commission transfert,2024-08-20,mensuel,Frais_Bancaires,EXP202400087,paid
88,Outils SEO,2443.27,FORFAIT_SEO,,2025-04-07,trimestriel,Marketing,EXP202500088,paid
89,Outil Performance,241.16,LOGICIEL_RH,Système RH intégré,2025-01-06,mensuel,Outils_RH,EXP202500089,paid
90,BambooHR,847.34,LOGICIEL_RH,Plateforme recrutement,2025-03-12,mensuel,Outils_RH,EXP202500090,paid
91,Conseil stratégique,6512.31,AVIS_PRO,Audit organisationnel,2024-08-19,divers,Conseil,EXP202400091,paid
92,Audit de conformité,1044.28,AUDIT_CONFORMITÉ,Conseil contrats,2024-10-13,trimestriel,Juridique_Conformité,EXP202400092,paid
93,Fête d’entreprise,1524.49,ÉVÉNEMENT_ENTREPRISE,,2025-01-21,divers,Divertissement,EXP202500093,paid
94,Audit de conformité,5341.6,PROGRAMME_CONFORMITÉ,Appui réglementaire,2025-03-05,annuel,Juridique_Conformité,EXP202500094,paid
95,Audit de conformité,3766.82,AUDIT_CONFORMITÉ,,2025-05-31,trimestriel,Juridique_Conformité,EXP202500095,paid
96,Cours en ligne,633.85,ATELIER,Certification IT,2025-01-09,trimestriel,Formations,EXP202500096,paid
97,Marketing Facebook,1765.59,CAMPAGNE_PUB,Campagne publicitaire en ligne,2025-04-13,trimestriel,Marketing,EXP202500097,paid
98,Outil Performance,835.93,LOGICIEL_RH,,2025-02-11,mensuel,Outils_RH,EXP202500098,paid
99,Microsoft 365,135.22,ABONNEMENT_LOGICIEL,,2025-07-10,mensuel,Abonnements,EXP202500099,paid
100,Accessoires de bureau,521.48,MATÉRIEL_BUREAU,,2025-05-05,divers,Fournitures_Bureau,EXP202500100,paid
101,Achat ordinateur,2885.57,INVESTISSEMENT_INFRA,,2024-08-25,annuel,Équipement,EXP202400101,paid
102,LinkedIn Recruiter,1086.63,OUTILS_RECRUTEMENT,Outil évaluation performance,2024-09-23,mensuel,Outils_RH,EXP202400102,paid
103,Google Cloud Platform,766.54,HÉBERGEMENT_CLOUD,Cloud computing développement produit,2025-04-03,mensuel,Services_Cloud,EXP202500103,paid
104,Célébration annuelle,769.58,ÉVÉNEMENT_ENTREPRISE,Déjeuner mensuel du personnel,2025-01-16,divers,Divertissement,EXP202500104,paid
105,Fête d’entreprise,1889.37,REPAS_AFFAIRE,Dîner client pour opportunité commerciale,2024-11-17,divers,Divertissement,EXP202400105,paid
106,Power BI Pro,1119.68,LOGICIEL_PRO,,2025-03-13,trimestriel,Licences_Logicielles,EXP202500106,paid
107,GitHub Entreprise,448.76,ABONNEMENT_LOGICIEL,Licences utilisateurs productivité,2025-04-04,mensuel,Abonnements,EXP202500107,paid
108,Matériel d’impression,6097.38,INVESTISSEMENT_INFRA,Mobilier ergonomique,2025-07-20,annuel,Équipement,EXP202500108,paid
109,Slack Premium,149.51,ABONNEMENT_LOGICIEL,,2024-10-02,mensuel,Abonnements,EXP202400109,paid
110,Power BI Pro,12990.61,LICENCE_ENTREPRISE,Outils décisionnels,2024-08-29,annuel,Licences_Logicielles,EXP202400110,paid
111,Achat ordinateur,4857.41,INVESTISSEMENT_INFRA,,2025-04-05,annuel,Équipement,EXP202500111,paid
112,Cloudflare,423.79,HÉBERGEMENT_CLOUD,Cloud computing développement produit,2025-07-24,mensuel,Services_Cloud,EXP202500112,paid
113,Révision contrat,879.82,AUDIT_CONFORMITÉ,,2025-05-02,trimestriel,Juridique_Conformité,EXP202500113,paid
114,Licence Salesforce,22295.3,LICENCE_ENTREPRISE,Base données projets clients,2024-10-16,annuel,Licences_Logicielles,EXP202400114,paid
115,BambooHR,1094.59,LOGICIEL_RH,,2024-08-08,mensuel,Outils_RH,EXP202400115,paid
116,Assurance responsabilité,9235.55,COUVERTURE_PRO,,2024-11-03,annuel,Assurances,EXP202400116,paid
117,Power BI Pro,23249.25,SUITE_LOGICIELLE,Licence serveur IT,2025-04-07,annuel,Licences_Logicielles,EXP202500117,paid
118,Licence Windows Server,3558.14,PLATEFORME_TECHNIQUE,Outils décisionnels,2025-05-09,trimestriel,Licences_Logicielles,EXP202500118,paid
119,Voyage d’affaires,6800.98,CONFÉRENCE_PRO,,2024-09-05,divers,Déplacements,EXP202400119,paid
120,Power BI Pro,3855.84,LICENCE_ENTREPRISE,,2025-01-25,annuel,Licences_Logicielles,EXP202500120,paid
121,Service bancaire,430.54,FRAIS_BANQUE,Services carte entreprise,2024-08-29,mensuel,Frais_Bancaires,EXP202400121,paid
122,Slack Premium,503.42,OUTILS_NUMÉRIQUES,Outil vidéo pour réunions clients,2024-08-08,mensuel,Abonnements,EXP202400122,paid
123,LinkedIn Recruiter,840.48,OUTILS_RECRUTEMENT,,2025-05-20,mensuel,Outils_RH,EXP202500123,paid
124,Produits de nettoyage,496.51,MATÉRIEL_BUREAU,,2024-11-03,divers,Fournitures_Bureau,EXP202400124,paid
125,Hébergement AWS,1652.46,HÉBERGEMENT_CLOUD,,2025-02-23,mensuel,Services_Cloud,EXP202500125,paid
126,Assurance cybersécurité,13879.5,COUVERTURE_PRO,,2025-02-07,annuel,Assurances,EXP202500126,paid
127,Licence Windows Server,7941.51,SUITE_LOGICIELLE,,2024-09-01,annuel,Licences_Logicielles,EXP202400127,paid
128,Chaise ergonomique,4743.58,INVESTISSEMENT_INFRA,Écrans HD,2025-04-11,annuel,Équipement,EXP202500128,paid
129,Développement site web,4108.05,FORFAIT_SEO,Campagne publicitaire en ligne,2025-04-15,trimestriel,Marketing,EXP202500129,paid
130,Assurance responsabilité,14438.32,COUVERTURE_PRO,,2024-10-31,annuel,Assurances,EXP202400130,paid
131,Facture électricité,565.26,TÉLÉCOM,Frais climatisation et chauffage,2025-04-14,mensuel,Services_Publiques,EXP202500131,paid
132,Billets d’avion,4064.97,CONFÉRENCE_PRO,Voyage pour nouveau marché,2025-07-16,divers,Déplacements,EXP202500132,paid
133,Audit technique,8351.9,AVIS_PRO,Audit organisationnel,2024-08-19,divers,Conseil,EXP202400133,paid
134,Microsoft 365,150.47,ABONNEMENT_LOGICIEL,Licences utilisateurs productivité,2025-03-20,mensuel,Abonnements,EXP202500134,paid
135,Mise en conformité RGPD,3518.8,AUDIT_CONFORMITÉ,Audit conformité RGPD,2024-09-29,trimestriel,Juridique_Conformité,EXP202400135,paid
136,Frais tenue de compte,764.47,FRAIS_BANQUE,Services carte entreprise,2025-04-15,mensuel,Frais_Bancaires,EXP202500136,paid
137,Audit de conformité,979.97,AUDIT_CONFORMITÉ,Revue gouvernance,2024-11-16,trimestriel,Juridique_Conformité,EXP202400137,paid
138,Marketing Facebook,2604.57,CAMPAGNE_PUB,Création contenu réseaux sociaux,2024-11-02,trimestriel,Marketing,EXP202400138,paid
139,GitHub Entreprise,500.82,OUTILS_NUMÉRIQUES,,2025-05-24,mensuel,Abonnements,EXP202500139,paid
140,Chauffage bureau,1133.08,FRAIS_BUREAU,Frais climatisation et chauffage,2024-08-27,mensuel,Services_Publiques,EXP202400140,paid
141,Licence Salesforce,4037.7,LICENCE_ENTREPRISE,,2024-08-12,annuel,Licences_Logicielles,EXP202400141,paid
142,GitHub Entreprise,240.68,ABONNEMENT_LOGICIEL,,2025-05-19,mensuel,Abonnements,EXP202500142,paid
143,Consultation juridique,8905.56,PROGRAMME_CONFORMITÉ,,2025-03-14,annuel,Juridique_Conformité,EXP202500143,paid
144,Révision contrat,10364.42,PROGRAMME_CONFORMITÉ,,2025-04-13,annuel,Juridique_Conformité,EXP202500144,paid
145,Téléphonie entreprise,664.37,SERVICES_UTILITAIRES,,2024-11-17,mensuel,Services_Publiques,EXP202400145,paid
146,Équipement réseau,5334.62,INVESTISSEMENT_INFRA,,2024-09-23,annuel,Équipement,EXP202400146,paid
147,Support logiciel,1634.02,CONTRAT_ENTRETIEN,Maintenance préventive,2025-01-12,divers,Maintenance,EXP202500147,paid
148,GitHub Entreprise,219.28,PLATEFORME_SAAS,Suite créative marketing,2024-09-14,mensuel,Abonnements,EXP202400148,paid
149,Événement de cohésion,988.19,ÉVÉNEMENT_ENTREPRISE,,2025-07-27,divers,Divertissement,EXP202500149,paid
150,Adobe Creative Cloud,265.27,ABONNEMENT_LOGICIEL,Suite créative marketing,2025-02-10,mensuel,Abonnements,EXP202500150,paid
151,Google Cloud Platform,733.18,HÉBERGEMENT_CLOUD,Développement agile,2025-07-14,mensuel,Services_Cloud,EXP202500151,paid
152,Téléphonie entreprise,1064.39,SERVICES_UTILITAIRES,,2024-10-12,mensuel,Services_Publiques,EXP202400152,paid
153,Chaise ergonomique,3026.09,ACHAT_ÉQUIPEMENT,Renouvellement matériel IT,2025-04-19,divers,Équipement,EXP202500153,paid
154,Ramettes papier,97.07,MATÉRIEL_BUREAU,Snacks et café,2025-07-26,divers,Fournitures_Bureau,EXP202500154,paid
155,Frais tenue de compte,467.47,FRAIS_BANQUE,Commission transfert,2024-08-10,mensuel,Frais_Bancaires,EXP202400155,unpaid
156,Conseil stratégique,7056.65,AVIS_PRO,Accompagnement digital,2025-04-26,divers,Conseil,EXP202500156,paid
157,Audit de conformité,3622.25,AUDIT_CONFORMITÉ,,2025-01-30,trimestriel,Juridique_Conformité,EXP202500157,paid
158,Frais de change,438.89,FRAIS_BANQUE,,2025-03-20,mensuel,Frais_Bancaires,EXP202500158,paid
159,Assurance bureau,8240.02,COUVERTURE_PRO,Protection juridique,2025-05-06,annuel,Assurances,EXP202500159,paid
160,Service bancaire,916.36,FRAIS_BANQUE,,2024-11-08,mensuel,Frais_Bancaires,EXP202400160,paid
161,Service bancaire,631.23,FRAIS_BANQUE,,2025-06-20,mensuel,Frais_Bancaires,EXP202500161,paid
162,Slack Premium,489.45,OUTILS_NUMÉRIQUES,Plateforme collaborative équipes à distance,2025-06-01,mensuel,Abonnements,EXP202500162,paid
163,Mutuelle santé,13877.33,COUVERTURE_PRO,Responsabilité civile,2025-04-14,annuel,Assurances,EXP202500163,paid
164,Chauffage bureau,1355.44,FRAIS_BUREAU,,2024-12-18,mensuel,Services_Publiques,EXP202400164,paid
165,Assurance bureau,4699.53,COUVERTURE_PRO,,2024-08-01,annuel,Assurances,EXP202400165,paid
166,Ramettes papier,250.14,MATÉRIEL_BUREAU,,2024-10-14,divers,Fournitures_Bureau,EXP202400166,unpaid
167,Outil Performance,129.74,LOGICIEL_RH,,2024-12-19,mensuel,Outils_RH,EXP202400167,paid
168,Assurance véhicule,12629.22,COUVERTURE_PRO,,2025-02-27,annuel,Assurances,EXP202500168,paid
169,Base de données Oracle,21245.52,SUITE_LOGICIELLE,Licence serveur IT,2025-04-16,annuel,Licences_Logicielles,EXP202500169,paid
170,Frais tenue de compte,225.8,FRAIS_BANQUE,,2025-01-26,mensuel,Frais_Bancaires,EXP202500170,paid
171,Abonnement Internet,1028.16,FRAIS_BUREAU,Facture électricité bureau Casablanca,2025-06-26,mensuel,Services_Publiques,EXP202500171,paid
172,Analyse métier,7932.48,AVIS_PRO,Conseil stratégique,2024-07-28,divers,Conseil,EXP202400172,paid
173,Adobe Creative Cloud,463.59,ABONNEMENT_LOGICIEL,Plateforme collaborative équipes à distance,2025-07-17,mensuel,Abonnements,EXP202500173,paid
174,Dîner client,649.48,ACTIVITÉ_EQUIPE,,2025-05-08,divers,Divertissement,EXP202500174,paid
175,Célébration annuelle,1502.97,ÉVÉNEMENT_ENTREPRISE,,2024-09-18,divers,Divertissement,EXP202400175,paid
176,Licence SAP,19347.34,SUITE_LOGICIELLE,,2024-12-14,annuel,Licences_Logicielles,EXP202400176,paid
177,Chauffage bureau,813.13,SERVICES_UTILITAIRES,,2024-08-05,mensuel,Services_Publiques,EXP202400177,paid
178,GitHub Entreprise,56.54,PLATEFORME_SAAS,Licences utilisateurs productivité,2025-03-24,mensuel,Abonnements,EXP202500178,paid
179,Slack Premium,504.88,OUTILS_NUMÉRIQUES,,2025-03-09,mensuel,Abonnements,EXP202500179,paid
180,Matériel d’impression,6585.36,INVESTISSEMENT_INFRA,,2024-10-04,annuel,Équipement,EXP202400180,paid
181,Licence Salesforce,3676.46,PLATEFORME_TECHNIQUE,,2024-10-02,trimestriel,Licences_Logicielles,EXP202400181,paid
182,Frais de transaction,238.45,FRAIS_BANQUE,Services carte entreprise,2025-05-30,mensuel,Frais_Bancaires,EXP202500182,paid
183,Révision contrat,5826.58,PROGRAMME_CONFORMITÉ,Revue gouvernance,2024-12-18,annuel,Juridique_Conformité,EXP202400183,paid
184,Hébergement hôtelier,7164.98,CONFÉRENCE_PRO,Visite client,2024-12-01,divers,Déplacements,EXP202400184,paid
185,Transfert international,671.38,FRAIS_BANQUE,,2024-11-01,mensuel,Frais_Bancaires,EXP202400185,paid
186,Assurance véhicule,13943.78,COUVERTURE_PRO,Responsabilité civile,2025-05-15,annuel,Assurances,EXP202500186,unpaid
187,Assurance véhicule,5386.25,COUVERTURE_PRO,,2025-04-11,annuel,Assurances,EXP202500187,paid
188,GitHub Entreprise,204.72,PLATEFORME_SAAS,Plateforme collaborative équipes à distance,2024-12-03,mensuel,Abonnements,EXP202400188,paid
189,Assurance bureau,12181.38,COUVERTURE_PRO,Cyber-risque,2025-01-30,annuel,Assurances,EXP202500189,paid
190,Location de voiture,2071.65,CONFÉRENCE_PRO,Formation externe hors site,2024-08-17,divers,Déplacements,EXP202400190,paid
191,Licence Salesforce,24911.42,SUITE_LOGICIELLE,Outils décisionnels,2025-06-18,annuel,Licences_Logicielles,EXP202500191,paid
192,Frais de transaction,181.12,FRAIS_BANQUE,Frais de compte,2024-10-27,mensuel,Frais_Bancaires,EXP202400192,paid
193,Frais tenue de compte,479.57,FRAIS_BANQUE,,2025-01-16,mensuel,Frais_Bancaires,EXP202500193,paid
194,Transfert international,342.97,FRAIS_BANQUE,,2025-05-19,mensuel,Frais_Bancaires,EXP202500194,paid
195,Écran de travail,1941.95,INVESTISSEMENT_INFRA,,2025-06-14,annuel,Équipement,EXP202500195,paid
196,Licence Windows Server,6588.53,PLATEFORME_TECHNIQUE,Licence serveur IT,2025-03-22,trimestriel,Licences_Logicielles,EXP202500196,paid
197,Frais tenue de compte,427.56,FRAIS_BANQUE,,2025-04-06,mensuel,Frais_Bancaires,EXP202500197,paid
198,Licence Salesforce,4150.22,LICENCE_ENTREPRISE,Licence serveur IT,2024-10-08,annuel,Licences_Logicielles,EXP202400198,paid
199,Achat ordinateur,6370.22,INVESTISSEMENT_INFRA,Mobilier ergonomique,2024-08-11,annuel,Équipement,EXP202400199,paid
200,Fournitures café,700.71,MATÉRIEL_BUREAU,Accessoires de bureau,2024-08-22,divers,Fournitures_Bureau,EXP202400200,paid
201,Consultation juridique,1990.66,AUDIT_CONFORMITÉ,,2025-05-10,trimestriel,Juridique_Conformité,EXP202500201,paid
202,Mise en conformité RGPD,6010.02,PROGRAMME_CONFORMITÉ,,2025-06-09,annuel,Juridique_Conformité,EXP202500202,paid
203,Consultation juridique,8300.5,PROGRAMME_CONFORMITÉ,Revue gouvernance,2024-08-30,annuel,Juridique_Conformité,EXP202400203,paid
204,Cours en ligne,1792.58,CERTIFICATION,,2025-04-27,trimestriel,Formations,EXP202500204,paid
205,Réparation matériel,963.53,CONTRAT_ENTRETIEN,,2025-03-17,divers,Maintenance,EXP202500205,paid
206,Licence SAP,2006.19,LOGICIEL_PRO,,2025-01-05,trimestriel,Licences_Logicielles,EXP202500206,paid
207,Développement compétences,2774.01,ATELIER,Certification IT,2024-11-09,trimestriel,Formations,EXP202400207,paid
208,Audit technique,8095.4,AVIS_PRO,Conseil stratégique,2024-09-18,divers,Conseil,EXP202400208,paid
209,Dîner client,1663.14,ACTIVITÉ_EQUIPE,Événement interne trimestriel,2025-04-09,divers,Divertissement,EXP202500209,paid
210,LinkedIn Recruiter,484.5,OUTILS_RECRUTEMENT,,2024-12-01,mensuel,Outils_RH,EXP202400210,paid
211,Équipement réseau,3691.05,ACHAT_ÉQUIPEMENT,,2024-09-27,divers,Équipement,EXP202400211,paid
212,Microsoft 365,63.4,OUTILS_NUMÉRIQUES,Plateforme collaborative équipes à distance,2025-01-13,mensuel,Abonnements,EXP202500212,paid
213,Assurance bureau,13570.14,COUVERTURE_PRO,Cyber-risque,2025-06-03,annuel,Assurances,EXP202500213,paid
214,Équipement réseau,6481.9,INVESTISSEMENT_INFRA,,2024-09-05,annuel,Équipement,EXP202400214,paid
215,Matériel d’impression,2855.53,INVESTISSEMENT_INFRA,Infrastructure réseau,2024-12-07,annuel,Équipement,EXP202400215,paid
216,Développement site web,1042.38,FORFAIT_SEO,Création contenu réseaux sociaux,2025-04-06,trimestriel,Marketing,EXP202500216,paid
217,Voyage d’affaires,1187.0,CONFÉRENCE_PRO,Formation/conférence,2025-03-22,divers,Déplacements,EXP202500217,paid
218,Équipement réseau,6911.74,INVESTISSEMENT_INFRA,,2025-06-05,annuel,Équipement,EXP202500218,paid
