expense_id,title,amount,label,comments,expense_date,type,category,expense_number,status
52,Google Ads,2908.34,SEO_PACKAGE,SEO tools to improve online visibility,2024-08-29,quarterly,Marketing,EXP202400052,paid
53,Banking Service,306.1,TRANSACTION_FEES,Currency exchange fees for export operations,2025-01-27,monthly,Banking_Fees,EXP202500053,unpaid
54,LinkedIn Recruiter,537.99,RECRUITMENT_TOOLS,Performance evaluation and talent development tools,2025-03-16,monthly,HR_Tools,EXP202500054,paid
55,Power BI Pro,2495.0,SOFTWARE_LICENSE,Database system for clients and projects,2024-10-19,quarterly,Software_Licenses,EXP202400055,paid
56,Cyber Security Insurance,9232.37,BUSINESS_INSURANCE,Office and equipment insurance,2025-03-25,annual,Insurance,EXP202500056,paid
57,Cleaning Supplies,166.94,OFFICE_MATERIALS,Stationery and office supplies,2024-11-18,divers,Office_Supplies,EXP202400057,paid
58,Office Heating,1376.19,TELECOM_SERVICES,Heating and air conditioning charges for office,2025-06-01,monthly,Utilities,EXP202500058,paid
59,Monitor Display,2344.19,EQUIPMENT_UPGRADE,IT equipment renewal for development team,2024-09-11,annual,Equipment,EXP202400059,paid
60,Performance Tool,208.64,EMPLOYEE_PLATFORM,Recruitment platform for sourcing qualified candidates,2025-05-14,monthly,HR_Tools,EXP202500060,paid
61,Compliance Review,10441.83,LEGAL_CONSULTATION,GDPR compliance audit for client data,2024-10-13,annual,Legal_Compliance,EXP202400061,paid
62,Performance Tool,1154.42,EMPLOYEE_PLATFORM,Performance evaluation and talent development tools,2025-05-18,monthly,HR_Tools,EXP202500062,paid
63,Microsoft 365,583.84,SOFTWARE_SUBSCRIPTION,Video communication tool for client meetings,2024-09-24,monthly,Subscriptions,EXP202400063,paid
64,Online Learning,1624.74,CERTIFICATION_COURSE,Leadership development program for executives,2025-01-24,quarterly,Training,EXP202500064,paid
65,Vehicle Insurance,5400.69,RISK_MANAGEMENT,Cyber risk coverage for client data,2024-10-12,annual,Insurance,EXP202400065,paid
66,Printer Equipment,3061.48,EQUIPMENT_UPGRADE,Networking equipment for infrastructure security,2025-01-07,annual,Equipment,EXP202500066,paid
67,Transaction Fees,918.89,BANK_CHARGES,Commission for international transfers,2025-02-18,monthly,Banking_Fees,EXP202500067,paid
68,Laptop Purchase,4382.77,EQUIPMENT_UPGRADE,IT equipment renewal for development team,2025-04-20,annual,Equipment,EXP202500068,paid
69,Network Equipment,4802.22,INFRASTRUCTURE_INVESTMENT,High-resolution monitors for workstations,2024-12-19,annual,Equipment,EXP202400069,paid
70,SEO Tools,1526.12,SEO_PACKAGE,Marketing content creation for social media,2025-01-01,quarterly,Marketing,EXP202500070,paid
71,Google Cloud Platform,1146.85,INFRASTRUCTURE_SAAS,Cloud computing for product development,2025-07-15,monthly,Cloud_Services,EXP202500071,paid
72,Water Bill,1150.21,FACILITY_COSTS,Monthly electricity bill for Casablanca office,2025-06-07,monthly,Utilities,EXP202500072,unpaid
73,Holiday Celebration,1969.92,BUSINESS_MEAL,Client dinner for business development,2024-07-31,divers,Entertainment,EXP202400073,paid
74,Azure Services,555.39,PLATFORM_SERVICES,PaaS for agile development,2024-09-23,monthly,Cloud_Services,EXP202400074,paid
75,Power BI Pro,12532.73,TECH_INFRASTRUCTURE,Server license for IT infrastructure,2024-08-05,annual,Software_Licenses,EXP202400075,paid
76,Adobe Creative Suite,363.5,SAAS_PLATFORM,Creative suite for marketing and comms team,2024-10-26,monthly,Subscriptions,EXP202400076,paid
77,Account Maintenance,837.02,FINANCIAL_SERVICES,Currency exchange fees for export operations,2024-10-09,monthly,Banking_Fees,EXP202400077,paid
78,Electricity Bill,580.61,FACILITY_COSTS,High-speed professional internet subscription,2024-11-17,monthly,Utilities,EXP202400078,paid
79,Windows Server License,5147.77,TECH_INFRASTRUCTURE,Analysis and reporting tools for executives,2025-04-05,annual,Software_Licenses,EXP202500079,paid
80,Workday,1177.58,RECRUITMENT_TOOLS,Integrated HR system for payroll and leave,2025-01-18,monthly,HR_Tools,EXP202500080,paid
81,Office Heating,1139.77,TELECOM_SERVICES,Monthly electricity bill for Casablanca office,2025-05-11,monthly,Utilities,EXP202500081,paid
82,LinkedIn Recruiter,918.19,RECRUITMENT_TOOLS,Recruitment platform for sourcing qualified candidates,2024-10-01,monthly,HR_Tools,EXP202400082,paid
83,Team Lunch,991.51,BUSINESS_MEAL,Monthly team lunch to maintain motivation,2024-07-31,divers,Entertainment,EXP202400083,paid
84,Account Maintenance,823.68,TRANSACTION_FEES,Monthly account maintenance fee,2024-08-26,monthly,Banking_Fees,EXP202400084,paid
85,Currency Exchange,579.88,TRANSACTION_FEES,Commission for international transfers,2025-02-02,monthly,Banking_Fees,EXP202500085,paid
86,Cloudflare,1162.85,PLATFORM_SERVICES,IaaS for data security,2024-12-31,monthly,Cloud_Services,EXP202400086,paid
87,Slack Premium,156.57,DIGITAL_TOOLS,User licenses to improve productivity,2024-12-06,monthly,Subscriptions,EXP202400087,paid
88,Vehicle Insurance,7410.18,BUSINESS_INSURANCE,Professional liability insurance,2024-08-12,annual,Insurance,EXP202400088,unpaid
89,Printer Equipment,361.61,OFFICE_HARDWARE,High-resolution monitors for workstations,2025-05-07,divers,Equipment,EXP202500089,paid
90,AWS Hosting,1259.99,PLATFORM_SERVICES,Scalable cloud hosting for business applications,2025-06-13,monthly,Cloud_Services,EXP202500090,paid
91,Internet Service,873.9,TELECOM_SERVICES,Heating and air conditioning charges for office,2024-09-23,monthly,Utilities,EXP202400091,paid
92,Google Cloud Platform,158.81,CLOUD_HOSTING,Cloud computing for product development,2024-08-03,monthly,Cloud_Services,EXP202400092,paid
93,Audit Services,5341.24,LEGAL_CONSULTATION,GDPR compliance audit for client data,2024-09-13,annual,Legal_Compliance,EXP202400093,paid
94,Internet Service,1276.93,TELECOM_SERVICES,Monthly electricity bill for Casablanca office,2025-04-02,monthly,Utilities,EXP202500094,paid
95,Currency Exchange,378.44,TRANSACTION_FEES,Currency exchange fees for export operations,2025-03-21,monthly,Banking_Fees,EXP202500095,paid
96,Flight Tickets,814.59,PROFESSIONAL_TRIP,Client site visit for project support,2024-09-13,divers,Travel,EXP202400096,paid
97,Network Equipment,2828.15,EQUIPMENT_UPGRADE,Networking equipment for infrastructure security,2024-10-06,annual,Equipment,EXP202400097,paid
98,Online Learning,1501.01,PROFESSIONAL_TRAINING,Management workshop for team leaders,2025-05-27,quarterly,Training,EXP202500098,paid
99,Online Learning,1440.36,PROFESSIONAL_TRAINING,Technical certification for IT team,2025-02-23,quarterly,Training,EXP202500099,paid
100,Office Insurance,14964.96,PROFESSIONAL_COVERAGE,Cyber risk coverage for client data,2025-02-09,annual,Insurance,EXP202500100,paid
101,Laptop Purchase,1717.02,INFRASTRUCTURE_INVESTMENT,IT equipment renewal for development team,2024-11-20,annual,Equipment,EXP202400101,paid
102,Cyber Security Insurance,11603.26,BUSINESS_INSURANCE,Professional liability insurance,2025-04-02,annual,Insurance,EXP202500102,paid
103,Transaction Fees,241.37,FINANCIAL_SERVICES,Commission for international transfers,2024-11-13,monthly,Banking_Fees,EXP202400103,paid
104,Water Bill,377.25,TELECOM_SERVICES,Heating and air conditioning charges for office,2024-07-30,monthly,Utilities,EXP202400104,paid
105,SAP License,20682.75,SOFTWARE_SUITE,Server license for IT infrastructure,2024-10-01,annual,Software_Licenses,EXP202400105,unpaid
106,Power BI Pro,6099.58,SOFTWARE_LICENSE,CRM platform to optimize sales tracking,2024-09-15,quarterly,Software_Licenses,EXP202400106,paid
107,ATS Software,986.08,HR_SOFTWARE,Performance evaluation and talent development tools,2025-04-26,monthly,HR_Tools,EXP202500107,unpaid
108,Internet Service,1046.21,UTILITIES_OFFICE,Phone services for internal teams,2024-10-06,monthly,Utilities,EXP202400108,paid
109,Google Cloud Platform,1062.1,INFRASTRUCTURE_SAAS,IaaS for data security,2025-03-11,monthly,Cloud_Services,EXP202500109,paid
110,Oracle Database,5485.82,BUSINESS_SOFTWARE,Server license for IT infrastructure,2025-01-15,quarterly,Software_Licenses,EXP202500110,paid
111,Office Heating,1387.26,FACILITY_COSTS,High-speed professional internet subscription,2024-11-11,monthly,Utilities,EXP202400111,paid
112,Slack Premium,73.31,DIGITAL_TOOLS,Video communication tool for client meetings,2025-06-30,monthly,Subscriptions,EXP202500112,paid
113,Google Cloud Platform,612.48,PLATFORM_SERVICES,PaaS for agile development,2025-07-09,monthly,Cloud_Services,EXP202500113,paid
114,Contract Review,10546.36,LEGAL_CONSULTATION,Regulatory support for IT sector,2025-04-21,annual,Legal_Compliance,EXP202500114,paid
115,Transaction Fees,636.51,TRANSACTION_FEES,Commission for international transfers,2025-07-08,monthly,Banking_Fees,EXP202500115,paid
116,Office Chair,6258.44,EQUIPMENT_UPGRADE,IT equipment renewal for development team,2024-11-01,annual,Equipment,EXP202400116,paid
117,Power BI Pro,6822.3,SOFTWARE_SUITE,CRM platform to optimize sales tracking,2025-02-26,annual,Software_Licenses,EXP202500117,paid
118,Cloudflare,1807.23,PLATFORM_SERVICES,PaaS for agile development,2025-06-11,monthly,Cloud_Services,EXP202500118,paid
119,Technical Training,2601.64,CERTIFICATION_COURSE,Leadership development program for executives,2024-09-13,quarterly,Training,EXP202400119,paid
120,Desk Accessories,294.74,BUSINESS_SUPPLIES,Desk accessories for employee comfort,2024-08-23,divers,Office_Supplies,EXP202400120,paid
121,LinkedIn Recruiter,321.05,RECRUITMENT_TOOLS,Online training platform for skill growth,2025-04-21,monthly,HR_Tools,EXP202500121,paid
122,Performance Tool,1005.56,EMPLOYEE_PLATFORM,Online training platform for skill growth,2024-08-03,monthly,HR_Tools,EXP202400122,paid
123,Audit Services,2489.14,LEGAL_SERVICES,Legal advice on client and supplier contracts,2025-06-09,quarterly,Legal_Compliance,EXP202500123,paid
124,Contract Review,3944.8,COMPLIANCE_PROGRAM,Regulatory support for IT sector,2024-09-09,annual,Legal_Compliance,EXP202400124,paid
125,Network Equipment,3224.69,INFRASTRUCTURE_INVESTMENT,IT equipment renewal for development team,2025-04-20,annual,Equipment,EXP202500125,paid
126,Software Support,1263.83,MAINTENANCE_CONTRACT,Technical support for specialized software,2025-07-10,divers,Maintenance,EXP202500126,paid
127,Laptop Purchase,1438.48,OFFICE_HARDWARE,Networking equipment for infrastructure security,2025-05-01,divers,Equipment,EXP202500127,paid
128,GitHub Enterprise,756.73,SOFTWARE_SUBSCRIPTION,User licenses to improve productivity,2024-12-22,monthly,Subscriptions,EXP202400128,unpaid
129,Legal Consultation,8217.2,COMPLIANCE_PROGRAM,Corporate status and governance review,2025-01-20,annual,Legal_Compliance,EXP202500129,paid
130,International Transfer,319.48,TRANSACTION_FEES,Monthly account maintenance fee,2024-11-09,monthly,Banking_Fees,EXP202400130,paid
131,Conference Travel,4582.34,BUSINESS_TRAVEL,Client site visit for project support,2025-05-28,divers,Travel,EXP202500131,paid
132,Laptop Purchase,3066.0,TECH_PURCHASE,Ergonomic furniture for employee well-being,2024-12-12,divers,Equipment,EXP202400132,paid
133,GitHub Enterprise,197.03,SOFTWARE_SUBSCRIPTION,Video communication tool for client meetings,2025-02-13,monthly,Subscriptions,EXP202500133,paid
134,Windows Server License,7976.4,SOFTWARE_SUITE,Database system for clients and projects,2025-07-19,annual,Software_Licenses,EXP202500134,paid
135,Performance Tool,1100.95,HR_SOFTWARE,Recruitment platform for sourcing qualified candidates,2024-10-26,monthly,HR_Tools,EXP202400135,paid
136,IT Consulting,3193.68,PROFESSIONAL_CONSULTING,Technical architecture expertise,2024-08-15,divers,Consulting,EXP202400136,paid
137,Cleaning Supplies,164.95,WORKPLACE_SUPPLIES,Cleaning supplies for workplace hygiene,2025-03-24,divers,Office_Supplies,EXP202500137,paid
138,BambooHR,985.13,RECRUITMENT_TOOLS,Performance evaluation and talent development tools,2024-12-19,monthly,HR_Tools,EXP202400138,paid
139,AWS Hosting,365.85,INFRASTRUCTURE_SAAS,Scalable cloud hosting for business applications,2024-12-08,monthly,Cloud_Services,EXP202400139,paid
140,Transaction Fees,689.67,TRANSACTION_FEES,Currency exchange fees for export operations,2025-06-21,monthly,Banking_Fees,EXP202500140,unpaid
141,Oracle Database,3673.51,TECH_PLATFORM,Analysis and reporting tools for executives,2025-02-21,quarterly,Software_Licenses,EXP202500141,paid
142,Cyber Security Insurance,13044.58,PROFESSIONAL_COVERAGE,Office and equipment insurance,2024-08-11,annual,Insurance,EXP202400142,paid
143,DigitalOcean,645.05,CLOUD_HOSTING,Cloud computing for product development,2025-07-01,monthly,Cloud_Services,EXP202500143,paid
144,SEO Tools,1612.27,CAMPAIGN_COSTS,Corporate and e-commerce website development,2024-07-30,quarterly,Marketing,EXP202400144,paid
145,Compliance Review,1754.31,REGULATORY_REVIEW,Legal advice on client and supplier contracts,2024-08-18,quarterly,Legal_Compliance,EXP202400145,paid
146,Office Chair,4801.9,INFRASTRUCTURE_INVESTMENT,Networking equipment for infrastructure security,2025-01-05,annual,Equipment,EXP202500146,paid
147,Contract Review,11295.52,LEGAL_CONSULTATION,Legal advice on client and supplier contracts,2024-11-09,annual,Legal_Compliance,EXP202400147,paid
148,ATS Software,968.37,EMPLOYEE_PLATFORM,Online training platform for skill growth,2024-09-04,monthly,HR_Tools,EXP202400148,unpaid
149,Salesforce License,21314.22,SOFTWARE_SUITE,Server license for IT infrastructure,2025-04-01,annual,Software_Licenses,EXP202500149,paid
150,Cyber Security Insurance,10879.05,RISK_MANAGEMENT,Legal protection for commercial disputes,2025-06-14,annual,Insurance,EXP202500150,paid
151,Office Insurance,13685.44,PROFESSIONAL_COVERAGE,Legal protection for commercial disputes,2024-09-10,annual,Insurance,EXP202400151,paid
152,HR Consulting,6669.32,PROFESSIONAL_CONSULTING,Organizational performance audit,2024-08-05,divers,Consulting,EXP202400152,paid
153,Laptop Purchase,4566.38,TECH_PURCHASE,IT equipment renewal for development team,2025-06-12,divers,Equipment,EXP202500153,paid
154,Transaction Fees,331.21,BANK_CHARGES,Corporate credit card services for exec team,2025-06-25,monthly,Banking_Fees,EXP202500154,unpaid
155,Performance Tool,625.86,RECRUITMENT_TOOLS,Recruitment platform for sourcing qualified candidates,2025-03-15,monthly,HR_Tools,EXP202500155,paid
156,Adobe Creative Suite,205.36,DIGITAL_TOOLS,Collaborative platform subscription for remote teams,2024-08-19,monthly,Subscriptions,EXP202400156,paid
157,Currency Exchange,328.07,FINANCIAL_SERVICES,Commission for international transfers,2025-01-02,monthly,Banking_Fees,EXP202500157,unpaid
158,Compliance Review,1725.01,COMPLIANCE_PROGRAM,Regulatory support for IT sector,2025-05-18,annual,Legal_Compliance,EXP202500158,paid
159,Electricity Bill,405.11,UTILITIES_OFFICE,Heating and air conditioning charges for office,2025-04-24,monthly,Utilities,EXP202500159,paid
160,Azure Services,1357.71,PLATFORM_SERVICES,Cloud computing for product development,2024-10-04,monthly,Cloud_Services,EXP202400160,unpaid
161,Zoom Pro,108.3,SOFTWARE_SUBSCRIPTION,Creative suite for marketing and comms team,2025-01-19,monthly,Subscriptions,EXP202500161,paid
162,Monitor Display,3261.21,INFRASTRUCTURE_INVESTMENT,IT equipment renewal for development team,2024-11-19,annual,Equipment,EXP202400162,paid
163,Audit Services,3242.93,REGULATORY_REVIEW,Corporate status and governance review,2024-12-02,quarterly,Legal_Compliance,EXP202400163,paid
164,Office Insurance,10207.2,PROFESSIONAL_COVERAGE,Legal protection for commercial disputes,2025-03-26,annual,Insurance,EXP202500164,paid
165,Compliance Review,2629.56,COMPLIANCE_AUDIT,Legal advice on client and supplier contracts,2025-06-05,quarterly,Legal_Compliance,EXP202500165,paid
166,Flight Tickets,4965.55,CONFERENCE_TRAVEL,Conference attendance for team training,2025-07-14,divers,Travel,EXP202500166,paid
167,Audit Services,1736.88,COMPLIANCE_AUDIT,Corporate status and governance review,2024-11-06,quarterly,Legal_Compliance,EXP202400167,unpaid
168,LinkedIn Recruiter,471.33,RECRUITMENT_TOOLS,Integrated HR system for payroll and leave,2024-08-31,monthly,HR_Tools,EXP202400168,paid
169,Facebook Marketing,4529.48,SEO_PACKAGE,Corporate and e-commerce website development,2025-07-14,quarterly,Marketing,EXP202500169,paid
170,Power BI Pro,20045.47,TECH_INFRASTRUCTURE,Database system for clients and projects,2025-02-22,annual,Software_Licenses,EXP202500170,unpaid
171,Internet Service,638.27,TELECOM_SERVICES,Monthly electricity bill for Casablanca office,2025-05-11,monthly,Utilities,EXP202500171,paid
172,Google Ads,1858.95,SEO_PACKAGE,Corporate and e-commerce website development,2025-07-16,quarterly,Marketing,EXP202500172,paid
173,Audit Services,3574.81,LEGAL_CONSULTATION,Legal advice on client and supplier contracts,2025-06-18,annual,Legal_Compliance,EXP202500173,paid
174,International Transfer,626.18,TRANSACTION_FEES,Monthly account maintenance fee,2024-12-28,monthly,Banking_Fees,EXP202400174,paid
175,Power BI Pro,2884.62,SOFTWARE_LICENSE,Database system for clients and projects,2024-07-29,quarterly,Software_Licenses,EXP202400175,paid
176,Health Insurance,10920.15,PROFESSIONAL_COVERAGE,Legal protection for commercial disputes,2024-12-02,annual,Insurance,EXP202400176,paid
177,Cloudflare,1105.29,PLATFORM_SERVICES,Scalable cloud hosting for business applications,2025-03-04,monthly,Cloud_Services,EXP202500177,paid
178,Microsoft 365,757.62,DIGITAL_TOOLS,Collaborative platform subscription for remote teams,2025-01-29,monthly,Subscriptions,EXP202500178,paid
179,AWS Hosting,139.12,INFRASTRUCTURE_SAAS,PaaS for agile development,2024-08-31,monthly,Cloud_Services,EXP202400179,unpaid
180,Technical Audit,6738.93,EXPERT_SERVICES,Organizational performance audit,2025-06-09,divers,Consulting,EXP202500180,paid
181,Currency Exchange,668.88,BANK_CHARGES,Corporate credit card services for exec team,2024-12-27,monthly,Banking_Fees,EXP202400181,paid
182,SEO Tools,2844.43,CAMPAIGN_COSTS,Marketing content creation for social media,2025-04-14,quarterly,Marketing,EXP202500182,paid
183,ATS Software,917.95,RECRUITMENT_TOOLS,Recruitment platform for sourcing qualified candidates,2024-12-08,monthly,HR_Tools,EXP202400183,paid
184,Office Chair,1899.17,INFRASTRUCTURE_INVESTMENT,Networking equipment for infrastructure security,2024-10-16,annual,Equipment,EXP202400184,paid
185,Office Heating,703.1,FACILITY_COSTS,High-speed professional internet subscription,2025-01-12,monthly,Utilities,EXP202500185,paid
186,Banking Service,517.84,BANK_CHARGES,Currency exchange fees for export operations,2025-03-21,monthly,Banking_Fees,EXP202500186,paid
187,Workday,977.34,EMPLOYEE_PLATFORM,Online training platform for skill growth,2024-10-03,monthly,HR_Tools,EXP202400187,unpaid
188,Transaction Fees,642.92,TRANSACTION_FEES,Currency exchange fees for export operations,2024-10-21,monthly,Banking_Fees,EXP202400188,paid
189,Water Bill,249.65,TELECOM_SERVICES,Monthly electricity bill for Casablanca office,2024-08-23,monthly,Utilities,EXP202400189,paid
190,Skill Development,1759.72,SKILLS_DEVELOPMENT,Online courses for skills development,2024-10-11,quarterly,Training,EXP202400190,paid
191,Compliance Review,5335.25,COMPLIANCE_PROGRAM,GDPR compliance audit for client data,2025-01-11,annual,Legal_Compliance,EXP202500191,paid
192,Google Cloud Platform,1764.0,INFRASTRUCTURE_SAAS,Scalable cloud hosting for business applications,2025-01-23,monthly,Cloud_Services,EXP202500192,paid
193,Website Development,4311.76,CAMPAIGN_COSTS,Digital ad campaign targeting prospects,2025-01-24,quarterly,Marketing,EXP202500193,paid
194,Transaction Fees,210.14,BANK_CHARGES,Corporate credit card services for exec team,2025-01-25,monthly,Banking_Fees,EXP202500194,unpaid
195,IT Consulting,8331.27,BUSINESS_ADVISORY,Strategic business development consulting,2025-02-19,divers,Consulting,EXP202500195,paid
196,Electricity Bill,1154.1,UTILITIES_OFFICE,Phone services for internal teams,2025-01-08,monthly,Utilities,EXP202500196,paid
197,Banking Service,178.15,BANK_CHARGES,Commission for international transfers,2025-07-16,monthly,Banking_Fees,EXP202500197,paid
198,AWS Hosting,1279.05,CLOUD_HOSTING,Scalable cloud hosting for business applications,2025-04-04,monthly,Cloud_Services,EXP202500198,unpaid
199,Windows Server License,7087.3,BUSINESS_SOFTWARE,CRM platform to optimize sales tracking,2025-06-21,quarterly,Software_Licenses,EXP202500199,paid
200,Water Bill,626.07,UTILITIES_OFFICE,High-speed professional internet subscription,2025-04-26,monthly,Utilities,EXP202500200,paid
201,BambooHR,793.89,EMPLOYEE_PLATFORM,Online training platform for skill growth,2025-04-14,monthly,HR_Tools,EXP202500201,unpaid
202,Currency Exchange,985.16,TRANSACTION_FEES,Corporate credit card services for exec team,2025-05-21,monthly,Banking_Fees,EXP202500202,unpaid
203,Cloudflare,1466.63,PLATFORM_SERVICES,Cloud computing for product development,2024-10-05,monthly,Cloud_Services,EXP202400203,paid
204,Slack Premium,660.26,DIGITAL_TOOLS,Video communication tool for client meetings,2025-02-27,monthly,Subscriptions,EXP202500204,paid
